인증분야명,업체명,주소,전화
위생등급제,아비꼬카레,서울특별시 마포구 홍익로5안길 20 (서교동1층),02-322-7367
위생등급제,페스티벌 푸드코트,서울특별시 강서구 하늘길 38-0 3층 (방화동 김포공항국제선청사),02-2064-3333
위생등급제,봉추찜닭 김포공항점,서울특별시 강서구 하늘길 38 지하2층 (방화동 2동 김포공항롯데몰),02-6116-5169
위생등급제,주)캘리스코사보텐롯데몰김포공항점,서울특별시 강서구 하늘길 38 지하 2층 (방화동 2동 김포공항 스카이파크),02-6719-7323
위생등급제,(주)아워홈푸드엠파이어롯데몰김포점 손수,서울특별시 강서구 하늘길 38 지하 2층 (방화동 2동 김포공항 스카이파크),02-6116-5731
위생등급제,(주)아워홈한식소담길롯데몰김포점 함흥명가,서울특별시 강서구 하늘길 38 1층 (방화동 스카이파크),7040086445
위생등급제,대호정,서울특별시 금천구 시흥대로52길 51 (시흥동지상1층 (대명시장길 16)),02-802-0974
위생등급제,(주)메리킹,서울특별시 마포구 와우산로 94 홍문관16층동 (상수동),02-710-7117
위생등급제,버섯마루,서울특별시 마포구 월드컵로 35 (합정동 1층),02-326-1891
위생등급제,경복궁서교점(주)덕용푸드시스템,서울특별시 마포구 월드컵북로 37 (서교동),02-3143-7071
트랜스지방 안심제과점,마르메종과자점,서울특별시 마포구 월드컵북로 236 (중동78호),02-307-4836
저염실천음식점,하노이의 아침,서울특별시 마포구 월드컵북로 396 (상암동누리꿈스퀘어 2층 R204호),02-363-8839
먹을만큼적당히,하노이의 아침,서울특별시 마포구 월드컵북로 396 (상암동누리꿈스퀘어 2층 R204호),02-363-8839
위생등급제,누리꿈생고기,서울특별시 마포구 월드컵북로 396 (상암동누리꿈스퀘어 2층 R201 202 203호),02-373-1237
안심마트,(주)지에스리테일 발산점,서울특별시 강서구 강서로 348 (내발산동우장산 힐스테이트상가 지하1층),02-2006-2358
안심마트,롯데쇼핑(주) 롯데슈퍼 우장산점,서울특별시 강서구 강서로 267 (내발산동송화쇼핑센타 지하1층),02-2663-8989
먹을만큼적당히,돼지집,서울특별시 강서구 강서로 318-5 1층 (내발산동 우장산동),02-3661-3691
위생등급제,채선당발산점,서울특별시 강서구 강서로 353 2층 (내발산동 1동),02-2663-8373
트랜스지방 안심제과점,파리바게뜨,서울특별시 강서구 양천로 693 (염창동),02-3661-5011
위생등급제,망향비빔국수,서울특별시 강서구 양천로 720 가동 1층 (염창동 유동빌딩),02-2659-6599
위생등급제,북창 순두부,서울특별시 강서구 양천로 401 B동 2층 206호 (가양동 1동 강서한강자이타워),02-2638-5582
위생등급제,목우촌미소와돈가양점,서울특별시 강서구 양천로 551-17 2층 201호 (가양동 3동 한화비즈메트로1차),02-6957-0092
위생등급제,촌장골,서울특별시 강서구 양천로 59 (방화동),02-2661-8592
위생등급제,불춤추는 꼼장어,서울특별시 강서구 우장산로 121 1층 (화곡동 6동),02-2697-5854
먹을만큼적당히,고바우 우삼겹,서울특별시 금천구 시흥대로63길 3 (시흥동 지상1층),02-809-9992
저염실천음식점,이찌방,서울특별시 마포구 토정로 296 (용강동 지하1층),02-701-1441
저염실천음식점,봉피양 마포,서울특별시 마포구 토정로 308 (용강동),02-715-2293
위생등급제,마포갈비집,서울특별시 마포구 토정로 315 (용강동),02-716-4393
저염실천음식점,초유향,서울특별시 은평구 은평로13길 11-12 (녹번동 23층),02-383-5724
위생등급제,청담이상 신도림점,서울특별시 구로구 경인로67길 23 (신도림동 대우푸르지오) 206호,02-2634-2223
먹을만큼적당히,신의주찹쌀순대,서울특별시 강서구 공항대로45길 8-7 1층 (등촌동 1동),02-3661-3525
먹을만큼적당히,서천식당,서울특별시 영등포구 도림로108길 10-1 (도림동),02-849-0702
위생등급제,브레짜,서울특별시 은평구 은평로21길 63 (녹번동(원기빌딩 1층)),02-357-5157
위생등급제,전통한정식동해,서울특별시 마포구 토정로 128 (상수동5층),02-334-1933
위생등급제,소나무집추어탕,서울특별시 양천구 등촌로 122 (목동 2층),02-2062-1711
위생등급제,씨앤모아 구로점,서울특별시 구로구 중앙로1길 36 (고척동),02-2618-2311
위생등급제,강가네돌솥밥추어탕,서울특별시 금천구 남부순환로 1420 (독산동 지상1층),02-867-8887
먹을만큼적당히,신선설농탕,서울특별시 금천구 시흥대로 405 (독산동지상1층),02-851-1900
먹을만큼적당히,명가원 설농탕,서울특별시 금천구 시흥대로 388 (독산동),02-855-2800
위생등급제,원할머니보쌈,서울특별시 금천구 시흥대로  368,02-809-3330
먹을만큼적당히,유가네버섯칼국수 부대찌게,서울특별시 금천구 시흥대로 266 (시흥동),02-895-9876
위생등급제,우영손칼국시,서울특별시 금천구 디지털로 130 (가산동남성프라자(에이스9) 101호),02-2026-1288
위생등급제,칭따오,서울특별시 금천구 범안로 1130 지상2층 206호 (가산동 디지털엠파이어),02-2624-2858
위생등급제,조선옥 설렁탕,서울특별시 금천구 벚꽃로 298 B121호 (가산동 대륭포스트타워6차),02-858-9645
위생등급제,더차림,서울특별시 금천구 벚꽃로 278 지상3층 (가산동 SJ테크노빌),02-6226-2311
위생등급제,놀부부대찌개,서울특별시 금천구 벚꽃로 278 지하1층 142호 (가산동 SJ테크노빌),02-3397-0977
위생등급제,미각,서울특별시 금천구 가산디지털1로 151 104호 (가산동 이노플렉스1차),02-6679-0044
위생등급제,신촌설렁탕,서울특별시 금천구 가산디지털1로 168 (가산동우림라이온스밸리A-B110호 (가산디지털1길71)),02-2026-5799
위생등급제,(주)무한씨앤디,서울특별시 금천구 가산디지털1로 168 B동 (가산동우림라이온스밸리(가산디지털1길 71)),02-2026-4567
위생등급제,디펍스,서울특별시 금천구 가산디지털1로 168 지하1층 A-B123호 (가산동 우림라이온스밸리),02-851-1188
위생등급제,가마솥서울깍두기,서울특별시 금천구 가산디지털1로 186 지하1층 B120호 (가산동 젤플라츠),02-2028-7070
위생등급제,가장 맛있는 족발,서울특별시 금천구 가산디지털1로 168 A동 216호 (가산동 우림라이온스밸리),02-2026-4545
위생등급제,큰소반닭갈비,서울특별시 금천구 독산로 304 (독산동1층),02-6448-3400
위생등급제,강서복집,서울특별시 강서구 공항대로59길 8 1층 (등촌동 1동),02-3661-6672
위생등급제,서울뚝배기 해장국,서울특별시 강서구 화곡로63길 121 1층 (등촌동 3동),02-3664-9929
안심식육판매소,경유산업(주)태평백화점,서울특별시 동작구 동작대로 115 (사당동),02-2242-5804
저염실천음식점,고향한방삼계탕,서울특별시 동작구 양녕로 268-1 (상도1동),02-814-1007
위생등급제,다래 홍두께칼국수,서울특별시 동작구 상도로12길 5-4 (상도동),02-822-7062
위생등급제,미각,서울특별시 서초구 반포대로28길  8,02-585-9095
위생등급제,고창복의 낙지세상,서울특별시 관악구 남부순환로 1725 (봉천동),02-886-4242
위생등급제,남도한식정든님,서울특별시 관악구 남부순환로 1730 2층 (봉천동),02-889-9013
위생등급제,해물나라,서울특별시 관악구 남부순환로 1674 (신림동),02-887-2050
위생등급제,은호식당,서울특별시 영등포구 여의대방로65길 6,02-781-6193
위생등급제,고향역,서울특별시 영등포구 여의대방로65길 6 (여의도동 지상3층),02-783-2121
안심식육판매소,(주)농협유통하나로마트청담점,서울특별시 강남구 학동로 411 (청담동),02-451-9551
채식메뉴음식점,씨제이푸드빌(주)빕스청담점,서울특별시 강남구 학동로 519 지상12층 (청담동),02-3442-2997
위생등급제,남포면옥,서울특별시 강남구 학동로 231 (논현동),02-540-2596
위생등급제,수원본갈비일구구삼 주식회사,서울특별시 강남구 도곡로 235 (역삼동1층),02-3453-2205
위생등급제,아구본가첨벙 대치점,서울특별시 강남구 도곡로 426 (대치동지상2층),02-538-0104
저염실천음식점,세종대왕숯불갈비(여의대방),서울특별시 동작구 여의대방로 136 (대방동),02-823-2517
위생등급제,코코이찌방야 보라매점,서울특별시 동작구 여의대방로 112 (신대방동 A동 성무관 2층),02-820-8888
위생등급제,BHC치킨비어존,서울특별시 동작구 만양로 110 (노량진동),02-814-4931
트랜스지방 안심제과점,파리바게트 상도건영,서울특별시 동작구 만양로 12 (상도동은혜B/D 103 104 105호),02-822-1597
채식전문음식점,러빙헛,서울특별시 동작구 사당로 169 (사당동(1층 102호)),7089828501
위생등급제,내고향나주곰탕,서울특별시 동작구 사당로 183 (사당동),02-3476-2999
저염실천음식점,평안도찹쌀순대전문점,서울특별시 동작구 흑석로 102 (흑석동지하106호),02-824-2346
위생등급제,죽이야기,서울특별시 동작구 흑석로 102 (흑석동 중앙대병원 B101-B호),02-813-6288
위생등급제,피자마루 노량진점,서울특별시 동작구 노량진로 132,02-825-8210
위생등급제,더리치,서울특별시 동작구 노량진로 100 (노량진동CTS빌딩 3층),02-6333-2727
위생등급제,손큰할매순대국,서울특별시 관악구 난우길 20 (신림동),02-865-9875
위생등급제,서울뚝배기,서울특별시 구로구 구일로10길 49 (구로동 다원그린빌103호),02-855-5589
위생등급제,전주관,서울특별시 관악구 낙성대로 9 (봉천동),02-875-8111
위생등급제,이층손만두,서울특별시 관악구 낙성대로 8 2층 (봉천동),02-883-1306
안심떡집,종로떡집,서울특별시 관악구 양녕로 49 0동 23호 (봉천동),02-875-2169
위생등급제,독도참치,서울특별시 관악구 봉천로 471-1 (봉천동지상2층),02-889-2233
안심마트,(주)지에스리테일낙성대점,서울특별시 관악구 봉천로 576 (봉천동동아타운아파트상가1층 101호),02-2039-8215
위생등급제,양평해장국,서울특별시 관악구 봉천로 229 (봉천동(972번지 3호)),02-888-6094
위생등급제,산야로,서울특별시 관악구 관악로 111 (봉천동지상1층),02-889-3390
위생등급제,용궁,서울특별시 관악구 관악로 200 (봉천동지상2층),02-886-1312
위생등급제,정수사(鄭壽司),서울특별시 관악구 관악로 263 (봉천동브라운스톤 지하2층 B201B202B203B204B205호),02-889-4567
트랜스지방 안심제과점,파리바게뜨 신대방역점,서울특별시 관악구 난곡로 367 (신림동지상1층),02-876-0553
위생등급제,엉터리생고기,서울특별시 관악구 신림로 376 (신림동지상1층),02-885-9620
채식메뉴음식점,최가네버섯매운탕칼국수,서울특별시 강남구 도산대로51길 36 (신사동지상23층),02-547-7676
위생등급제,에이치엘씨(유)홀리차우여의도점,서울특별시 영등포구 국제금융로2길 24 (여의도동 삼성생명보험(주) 여의도빌딩 지하1층),02-786-3333
위생등급제,제주항구,서울특별시 영등포구 국제금융로6길 33 (여의도동여의도백화점4층),02-783-5453
위생등급제,기소야여의도점,서울특별시 영등포구 국제금융로8길 11 호 (여의도동대영빌딩 지하102호),02-784-9007
위생등급제,채홍,서울특별시 동작구 강남초등길 24 (상도1동) ,02-826-8885
안심식육판매소,영창정육점,서울특별시 관악구 남부순환로144길 46,02-3285-3451
위생등급제,본점,서울특별시 서초구 방배중앙로29길  7,02-533-7760
위생등급제,민소한우(서여의도점),서울특별시 영등포구 국회대로68길 17 (여의도동 두산인프라코어빌딩 지하1층),02-786-3365
위생등급제,와가마마,서울특별시 동작구 만양로14길 12 (노량진동),02-823-2225
위생등급제,만다린,서울특별시 서초구 방배로6길 10-15 (방배동 대영빌딩1층 101호),02-581-3366
위생등급제,우작설렁탕,서울특별시 서초구 서초중앙로6길 7 (서초동),02-584-8544
안심떡집,(주)여의도떡방,서울특별시 강남구 남부순환로 3032 지하1층 17호18호19호82호83호 (대치동 미도상가),02-568-2050
위생등급제,본까스 황금의제국점,서울특별시 구로구 디지털로26길 123 지1층 B109호 (구로동 지플러스코오롱디지털타워),02-3446-6628
위생등급제,용인본가김치찜,서울특별시 구로구 디지털로26길 5 102호 (구로동 에이스하이엔드타워),02-6220-6676
위생등급제,잘차린 밥상,서울특별시 구로구 디지털로27길 36 (구로동이-스페이스빌딩 비04호 05호),02-3282-3407
위생등급제,마리오푸드,서울특별시 구로구 디지털로30길 28 (구로동 마리오타워 106 107 108호),02-890-6637
위생등급제,서초골,서울특별시 구로구 디지털로32길 97-19 (구로동),02-857-9294
